"编号","类型","显示名","道具名颜色","颜色品质","造型编号","单位","等级","需求等级","排序ID","可否摧毁","可否摆摊上架","道具生效时间","道具过期时间","使用后持续时间（s）","默认有效时间","可否卖店","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","功能说明","售卖商店类型","售卖NPCID","道具使用方法","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","加锁时能否消耗","需求锻造等级","需求裁缝等级","需求炼金等级","临时类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","是否珍品","是否稀有","摆摊冻结时间"
"338000","4262","经验宝珠","FF00b1ff","3","1135","个","0","1","5500","true","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","由万物之灵的精华汇聚而成，使用后能获得大量经验，每天最多使用10个。","打开获得经验",,,,,,,,,,,,,,,,,,,,,,,,
"339000","4534","染料","FF06cc11","2","1090","个","0","1","5500","false","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","漂亮的染料，可以改变人物头发和服饰颜色。","人物染色",,,,"1","161516",,,,,,,,,,,,,,,,,,,"1"
"339001","4534","浓缩染料","FF00b1ff","3","1071","个","0","1","5500","false","1","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","非常难得的染色材料，能够改变人物头发和服饰的颜色。","人物染色",,,,"1","161516",,,,,,,,,,,,,,,,,,"1","1"
"339002","4550","宠物染料","fffff2df","1","1073","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","漂亮的宠物染料，使用后可以让宠物变出不同的颜色。","宠物染色",,,,"1","161516",,,,,,,,,,,,,,,,,,,"1"
"339003","4550","超级宠物染料","fffff2df","1","1074","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","神奇的宠物染色材料，可以改变非变异宝宝的颜色。","宠物染色",,,,"1","161516",,,,,,,,,,,,,,,,,,"1","1"
"337900","4518","冰封王座宝箱","fffff2df","1","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337901","4518","冠军试炼宝箱","fffff2df","1","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337902","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337903","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337904","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337905","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337906","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337907","4518","40级装备宝箱","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得40环装","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337908","4518","60级紫装备宝箱剑男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337909","4518","60级紫装备宝箱锤男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337910","4518","60级紫装备宝箱匕首男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337911","4518","60级紫装备宝箱爪男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337912","4518","60级紫装备宝箱魔杖男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337913","4518","60级紫装备宝箱法杖男","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","","",,,,,,,
"337914","4518","60级紫装备宝箱剑女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337915","4518","60级紫装备宝箱锤女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337916","4518","60级紫装备宝箱匕首女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337917","4518","60级紫装备宝箱爪女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337918","4518","60级紫装备宝箱魔杖女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337919","4518","60级紫装备宝箱法杖女","fffff2df","1","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337920","4518","60级紫装备宝箱男全套","FFff5900","5","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337921","4518","60级紫装备宝箱女全套","FFd200ff","4","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","","",,,,,,,,
"337922","4518","7级宝石箱子","FFd200ff","4","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","",,,,,,,,,
"337923","4518","5级宝石箱子","FF00b1ff","3","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","","","","","","","","","","","",,,,,,,,,
"337924","4518","4级宝石箱子","FFff5900","5","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","",,,,,,,,,,,,,,,,,,,
"337925","4518","3级宝石箱子","FF06cc11","2","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","",,,,,,,,,,,,,,,,,,,
"337926","4518","6级宝石箱子","FF00b1ff","3","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","",,,,,,,,,,,,,,,,,,,
"337927","4518","宝石箱子总","FF00b1ff","3","1211","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得60环装","打开获得道具","","","","","",,,,,,,,,,,,,,,,,,,
"337928","4518","冠军试炼宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337929","4518","冠军试炼宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337930","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337931","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337932","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337933","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337934","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337935","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337936","4518","冰封王座宝箱","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337937","4518","冰封王座宝箱","fffff2df","1","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337938","4518","冰封王座宝箱","fffff2df","1","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","使用后随机可以获得5宝等道具","打开获得道具","","","","","","","","","","","","","","","","","","","","","","","",""
"337939","4518","魔兽要诀","FFd200ff","4","1095","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","宠物学习后可以获得新的技能。","宠物学习技能","","","","","","","","","","","","","","","","","","","","","","1","1",""
"337940","4518","魔兽要诀","FF00b1ff","3","1095","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","宠物学习后可以获得新的技能。","宠物学习技能","","","","","","","","","","","","","","","","","","","","","","","1",""
"337941","4518","高级龙鳞","FFd200ff","4","1058","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","随机获得时空龙鳞和大地龙鳞中的一个。","兑换高级藏宝图","","","","","","","","","","","","","","","","","","","","","","1","1",""
"337942","4566","幸运银币","FF06cc11","2","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","一枚幸运银币，可以去血帆小贩处兑奖励，血帆小贩每个整点都有可能出现","找到血帆小贩","","","","","","","","","","","","","","","","","","","","","","","",""
"337943","4582","幸运金币","FF00b1ff","3","1104","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","一枚幸运金币，可以去星界商人处兑奖励，星界商人每个整点都有可能出现","找到星界商人","","","","","","","","","","","","","","","","","","","","","","","",""
"339100","150","魅惑法珠","fffff2df","1","1421","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","在研学者试炼中，使用后去掉一个错误答案","试炼道具",,,,,,,,,,,,,,,,,,,,,,,,
"339101","150","真视之眼","fffff2df","1","1421","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","在研学者试炼中，使用后直接选择正确答案","试炼道具",,,,,,,,,,,,,,,,,,,,,,,,
"339102","4598","onepiece","FFff5900","1","1421","个","0","1","5500","false","0","0","0","0","0","0","false","false","false","0","0","1","1","99","0","0","在研学者试炼中，使用后直接选择正确答案","神兽道具",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
