"编号","类型","部件ID","显示名","功能说明","道具名颜色","颜色品质","装备颜色","装备前缀","造型编号","武器造型编号","单位","等级","需求等级","排序ID","角色需求1","角色需求2","性别需求","可否摧毁","可否摆摊上架","默认有效时间","不能被放入的包裹id1","不能被放入的包裹id2","不能被放入的包裹id3","可否给予战斗中对象","可否卖店","能否邮寄","是否绑定","是否拾取绑定","是否下线消失","战斗内使用对象","战斗内使用者对象","战斗外使用对象","使用后是否消耗","最大堆叠数量","最大拥有数量","删除后服务器保留天数","描述","售卖商店类型","售卖NPCID","道具使用方法","赠送类型","亲密度","货币类型","从NPC购买价","出售价格系数","对应使用方法答案ID","点击寻路链接及右键使用事件","使用按钮功能类型","使用按钮功能参数1","使用按钮功能参数2","使用按钮功能参数3","淬炼等级","是否已鉴定","耐久度系数","耐久上限","附加属性1值","附加属性2值","附加属性3值","附加属性1id","附加属性2id","附加属性3id","属性值1","属性值2","属性值3","属性值4","属性值5","属性值6","属性名1","属性名2","属性名3","属性名4","属性名5","属性名6","增加躲闪","增加命中","增加内功防御","增加内功伤害","增加速度","增加外功防御","增加外功伤害","增加真气上限","增加最大生命上限","封印抗性","加强封印","特技id","是否生成特殊属性","套装id","附加属性条数","绿色评分","蓝色评分","橙色评分","紫色评分","暗金色评分","特效id","左手路径1","左手路径2","右手路径1","右手路径2","左手挂点1","左手挂点2","右手挂点1","右手挂点2","宝石槽数量","槽1开启等级","槽2开启等级","槽3开启等级","可镶嵌最高等级宝石","可镶嵌宝石类型1","可镶嵌宝石类型2","可镶嵌宝石类型3","可镶嵌宝石类型4","可镶嵌宝石类型5","宝石1","宝石2","宝石3","宝石4","宝石5","宝石6","宝石7","宝石8","宝石9","宝石10","装备基础属性ID","附加属性随机库ID","附加属性出现几率","附加属性双加随机库ID","附加属性单加随机库ID","附加属性加减随机库ID","特效随机库ID","特技随机库ID","装备普通修理失败几率","装备修理材料ID","装备修理材料消耗数量","装备修理材料ID1","装备修理材料消耗数量1","装备修理材料ID2","装备修理材料消耗数量2","装备修理材料ID3","装备修理材料消耗数量3","装备修理材料ID4","装备修理材料消耗数量4","装备修理材料ID5","装备修理材料消耗数量5","装备修理材料ID6","装备修理材料消耗数量6","装备修理材料ID7","装备修理材料消耗数量7","装备修理材料ID8","装备修理材料消耗数量8","装备修理材料ID9","装备修理材料消耗数量9","装备修理材料ID10","装备修理材料消耗数量10","装备特殊修理材料ID","装备特殊修理材料消耗数量","装备普通修理消耗金钱","普通修理消耗金钱类型","装备特殊修理消耗金钱","特殊修理消耗金钱类型","获取途径1","获取途径2","获取途径3","获取途径4","获取途径5","获取途径6","获取途径7","获取途径8","获取途径9","珍品评分","是否自动分解","分解获得银币","分解额外获得物品1","分解额外获得物品2","分解额外获得物品3","分解额外获得物品4","分解额外获得物品5","是否自动播放特效","是否有分解按钮","摆摊冻结时间","是否稀有"
"6110117","3080","0","110级爪","110级蓝装爪（福利专用）","FF00b1ff","3","1","1","1517","401","件","110","110","7000","4","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","水晶制成的帽子，坚硬，很难被摧毁。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110117","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6110118","2824","0","110级魔棒","110级蓝装魔棒（福利专用）","FF00b1ff","3","1","1","1505","501","件","110","110","7000","5","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","玉女佩戴的头环，彰显个性。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110118","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6110119","4104","0","110级法杖","110级蓝装法杖（福利专用）","FF00b1ff","3","1","1","1553","601","件","110","110","7000","6","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","名家制造的饰品，具有五彩光泽，增加灵力。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6110119","","6666","71;71","86","101;116","","","50","","","331111","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6110220","312","3","110级男衣","110级蓝装男衣（福利专用）","FF00b1ff","3","5","1","1457","1432","件","110","110","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","佩戴在腰间的宝物，传说具有神通。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6110220","","6666","71;71","86","101;116","","","50","","","331141","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110221","568","3","110级女衣","110级蓝装女衣（福利专用）","FF00b1ff","3","5","1","1445","1436","件","110","110","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","名履，穿上九州任你遨游。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6110221","","6666","71;71","86","101;116","","","50","","","331141","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110322","1640","1","110级男头盔","110级蓝装男头盔（福利专用）","FF00b1ff","3","5","1","1433","1698","件","110","110","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","坚韧无比，精钢粹锋，手弹其锋有如龙吟。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6110322","","0","","","","","","50","","","331141","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110323","1384","1","110级女头饰","110级蓝装女头饰（福利专用）","FF00b1ff","3","5","1","1564","1698","件","110","110","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","传说锤劲刚猛，可硬破防御。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6110323","","0","","","","","","50","","","331141","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110424","40","2","110级项链","110级蓝装项链（福利专用）","FF00b1ff","3","5","1","1527","1434","件","110","110","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","玲珑连弓，发机如电，一发连五，绝无虚矢。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","4","5","","","","","","","","","","","","","","6110424","","0","","","","","","50","","","331171","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110525","72","4","110级腰带","110级蓝装腰带（福利专用）","FF00b1ff","3","5","1","1539","1435","件","110","110","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","精钢打造，可以穿透衣甲，锋利无比。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","6","9","","","","","","","","","","","","","6110525","","0","","","","","","50","","","331171","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6110626","88","5","110级鞋子","110级蓝装鞋子（福利专用）","FF00b1ff","3","5","1","1551","1429","件","110","110","7000","","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","通体暗金，间有微光闪烁，形似天辰。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","840","840","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","6","9","","","","","","","","","","","","","","6110626","","0","","","","","","50","","","331171","1","","","","","","","","","","","","","","","","","","","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6120114","1288","0","120级剑","120级蓝装剑（福利专用）","FF00b1ff","3","1","1","1493","101","件","120","120","7000","1","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","仗身坚硬，云母石所制，杖头嵌有晶莹蓝宝石。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120114","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120115","4360","0","120级锤","120级蓝装锤（福利专用）","FF00b1ff","3","1","1","1481","201","件","120","120","7000","2","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","用精钢所制的铠甲，质量优等。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120115","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120116","1800","0","120级匕首","120级蓝装匕首（福利专用）","FF00b1ff","3","1","1","1581","304","件","120","120","7000","3","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","曾经有位勇士杀死了恶魔之后，切下了他的角，制成了这把武器。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120116","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120117","3080","0","120级爪","120级蓝装爪（福利专用）","FF00b1ff","3","1","1","1517","401","件","120","120","7000","4","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","水晶制成的帽子，坚硬，很难被摧毁。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120117","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120118","2824","0","120级魔棒","120级蓝装魔棒（福利专用）","FF00b1ff","3","1","1","1505","501","件","120","120","7000","5","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","玉女佩戴的头环，彰显个性。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120118","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120119","4104","0","120级法杖","120级蓝装法杖（福利专用）","FF00b1ff","3","1","1","1553","601","件","120","120","7000","6","","0","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","名家制造的饰品，具有五彩光泽，增加灵力。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","3da_weapon_changjian01_s","3da_weapon_changjian01_b","","","CS_Rhand","CS_Rhand","2","30","60","","10","2","4","7","8","","","","","","","","","","","","6120119","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1",,
"6120220","312","3","120级男衣","120级蓝装男衣（福利专用）","FF00b1ff","3","5","1","1457","1432","件","120","120","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","佩戴在腰间的宝物，传说具有神通。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6120220","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6120221","568","3","120级女衣","120级蓝装女衣（福利专用）","FF00b1ff","3","5","1","1445","1436","件","120","120","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","名履，穿上九州任你遨游。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","1","3","5","7","","","","","","","","","","","","6120221","","6666","72;72","87","102;117","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6120322","1640","1","120级男头盔","120级蓝装男头盔（福利专用）","FF00b1ff","3","5","1","1433","1698","件","120","120","7000","","","1","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","坚韧无比，精钢粹锋，手弹其锋有如龙吟。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6120322","","0","","","","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
"6120323","1384","1","120级女头饰","120级蓝装女头饰（福利专用）","FF00b1ff","3","5","1","1564","1698","件","120","120","7000","","","2","false","0","0","","","","false","0","false","true","TRUE","false","0","0","1","0","1","0","60","传说锤劲刚猛，可硬破防御。","3","161506","使用方法：点击装备按钮","3","1","3","500","250","0","0","","","","","0","1","910","910","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","2","30","60","","10","2","3","","","","","","","","","","","","","","6120323","","0","","","","","","50","","","40012","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","40013","1","20100","1","20100","1","","",,,,,,,,"99999","0","50000","","","","","","0","1","",
