"子技能ID","子技能名称","属性状态需求","属性状态不符提示","过滤状态","需求状态","关联技能","何种情况下不能执行本技能","选择目标方","选择目标单位类型","选择目标单位关系","生效精准职业编号","生效精确怪物，伙伴ID号","索敌类型","索敌个数","索敌多个.排序变量","子技能触发几率","法术技能最小伤害","主BUFF序号","BUFF0.BUFFID","BUFF0.命中","BUFF0.持续回合","BUFF0.效果","buff0属性状态需求","buff0.buff状态过滤","buff0.buff状态需求","buff0触发几率","BUFF1.BUFFID","BUFF1.命中","BUFF1.持续回合","BUFF1.效果","buff1属性状态需求","buff1.buff状态过滤","buff1.buff状态需求","buff1触发几率","BUFF2.BUFFID","BUFF2.命中","BUFF2.持续回合","BUFF2.效果","buff2属性状态需求","buff2.buff状态过滤","buff2.buff状态需求","buff2触发几率","BUFF3.BUFFID","BUFF3.命中","BUFF3.持续回合","BUFF3.效果","buff3属性状态需求","buff3.buff状态过滤","buff3.buff状态需求","buff3触发几率","脚本配置文件"
"7810032","剔骨3","effectpointa>=1",,,,"7810031","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810132","剔骨3消耗连击点",,,,,"7810032","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810033","剔骨4","effectpointa>=1",,,,"7810032","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.15-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810133","剔骨4消耗连击点",,,,,"7810033","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810034","剔骨5","effectpointa>=1",,,,"7810033","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.2-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810134","剔骨5消耗连击点",,,,,"7810034","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7810035","剔骨虚弱休息",,,,,"7810030","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510102","1","","curhp_value=-min((random()*(0.13-0.07)+0.07)*maxhpa,curhpa-1)","","","","","","","","","","","","",""
"7810040","潜行",,,,,"0","","3",,,,,"1","1",,"1",,"0","506201","1","randint(2,3)+min(floor(skilllevela/60),1)","","","","","","506202","1","-2","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","",""
"7810050","闷棍",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela)","","","","","502003","1","2","","","","","","508129","1","","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","",""
"7810051","闷棍虚弱休息",,,,,"7810050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","effectpointa<2","","","","501008","1","2","operation_type=10","effectpointa<2","","","","510137","1","","effectpoint_value=-1","effectpointa>=2","","","","","","","","","","","",""
"7810052","闷棍扣血",,,,,"7810050","4","3",,,,,"0","1",,"1",,"0","510102","1","","curhp_value=-min(0.28*maxhpa,curhpa-1)","effectpointa<1","","","","","","","","","","","","510137","1","","effectpoint_value=-1","effectpointa>=1","","","","","","","","","","","",""
"7820010","淬毒刀扇1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820011","淬毒刀扇2",,,,,"7820010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.9-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820012","淬毒刀扇3","skilllevela>=40",,,,"7820011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820013","淬毒刀扇4","skilllevela>=70",,,,"7820012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820014","幻影冲锋5现身",,,,,"7820010","4","3",,,,,,,,"1",,"0","509147","1","1","","","","","",,,,"","","","","","","","","","","","","","","","","","","","","",""
"7820015","淬毒刀扇首目标上毒",,,,,"7820010","4","2",,,,,"3","1",,"0.3",,"0","509080","1","3","","","","","","509080","1","4","","","","","","","","","","","","","","","","","","","","","",""
"7820016","淬毒刀扇上毒加星",,,,,"7820015","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820020","穿刺影袭",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820021","穿刺影袭加星",,,,,"7820020","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=random()<0.3?2:1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820030","剔骨1",,"160004",,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820031","剔骨2","",,,,"7820030","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820032","剔骨3","effectpointa>=1",,,,"7820031","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820132","剔骨3消耗连击点",,,,,"7820032","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820033","剔骨4","effectpointa>=1",,,,"7820032","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.15-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820133","剔骨4消耗连击点",,,,,"7820033","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820034","剔骨5","effectpointa>=1",,,,"7820033","2,4","2",,,,,"3","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.2-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820134","剔骨5消耗连击点",,,,,"7820034","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7820035","剔骨虚弱休息",,,,,"7820030","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510102","1","","curhp_value=-min((random()*(0.13-0.07)+0.07)*maxhpa,curhpa-1)","","","","","","","","","","","","",""
"7820040","潜行",,,,,"0","","3",,,,,"1","1",,"1",,"0","506201","1","randint(2,3)+min(floor(skilllevela/60),1)","","","","","","506202","1","-2","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","",""
"7820050","闷棍",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela+4*skilllevela*(1-curhpa/maxhpa))","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"7820051","闷棍虚弱休息",,,,,"7820050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","effectpointa<2","","","","501008","1","2","operation_type=10","effectpointa<2","","","","510137","1","","effectpoint_value=-1","effectpointa>=2","","","","","","","","","","","",""
"7820052","闷棍扣血",,,,,"7820050","4","3",,,,,"0","1",,"1",,"0","510102","1","","curhp_value=-min(0.28*maxhpa,curhpa-1)","effectpointa<1","","","","","","","","","","","","510137","1","","effectpoint_value=-1","effectpointa>=1","","","","","","","","","","","",""
"7820060","好奇宝宝",,,,,"0",,"3",,,,,"1","1",,"1",,"0","508130","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7830010","淬毒刀扇1",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830011","淬毒刀扇2",,,,,"7830010","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.9-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830012","淬毒刀扇3","skilllevela>=40",,,,"7830011","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830013","淬毒刀扇4","skilllevela>=70",,,,"7830012","4","2",,,,,"5","1","speed","1",,"0","510113","1","","curhp_value=-(phyattacka*0.75-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830014","幻影冲锋5现身",,,,,"7830010","4","3",,,,,,,,"1",,"0","509147","1","1","","","","","",,,,"","","","","","","","","","","","","","","","","","","","","",""
"7830015","淬毒刀扇首目标上毒",,,,,"7830010","4","2",,,,,"3","1",,"0.3",,"0","509080","1","3","","","","","","509080","1","4","","","","","","","","","","","","","","","","","","","","","",""
"7830016","淬毒刀扇上毒加星",,,,,"7830015","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830020","穿刺影袭",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb*0.9+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830021","穿刺影袭加星",,,,,"7830020","3,4","3",,,,,"0","1",,"1",,"0","510137","1","","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830030","剔骨1",,"160004",,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830031","剔骨2","",,,,"7830030","2,4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.05-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830032","剔骨3","effectpointa>=1",,,,"7830031","2,4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.1-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830132","剔骨3消耗连击点",,,,,"7830032","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830033","剔骨4","effectpointa>=1",,,,"7830032","2,4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.15-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830133","剔骨4消耗连击点",,,,,"7830033","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830034","剔骨5","effectpointa>=1",,,,"7830033","2,4","2",,,,,"7","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1.2-defendb+1*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830134","剔骨5消耗连击点",,,,,"7830034","4","3",,,,,,,,,,"","510137","1","","effectpoint_value=-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7830035","剔骨虚弱休息",,,,,"7830030","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","","","","","501008","1","2","operation_type=10","","","","","510102","1","","curhp_value=-min((random()*(0.13-0.07)+0.07)*maxhpa,curhpa-1)","","","","","","","","","","","","",""
"7830040","潜行",,,,,"0","","3",,,,,"1","1",,"1",,"0","506201","1","randint(2,3)+min(floor(skilllevela/60),1)","","","","","","506202","1","-2","effectpoint_value=1","","","","","","","","","","","","","","","","","","","","",""
"7830050","闷棍",,,,,"0","","2",,,,,"1","1",,"1",,"0","510113","1","","curhp_value=-(phyattacka*1-defendb+1*skilllevela)","","","","","502003","1","2","","","","","","","","","","","","","","","","","","","","","",""
"7830051","闷棍虚弱休息",,,,,"7830050","4","3",,,,,"0","1",,"1",,"0","501002","1","2","defend_percent=-0.12;magicdef_percent=-0.12;resistseal_value=9.9","effectpointa<2","","","","501008","1","2","operation_type=10","effectpointa<2","","","","510137","1","","effectpoint_value=-1","effectpointa>=2","","","","","","","","","","","",""
"7830052","闷棍扣血",,,,,"7830050","4","3",,,,,"0","1",,"1",,"0","510102","1","","curhp_value=-min(0.28*maxhpa,curhpa-1)","effectpointa<1","","","","","","","","","","","","510137","1","","effectpoint_value=-1","effectpointa>=1","","","","","","","","","","","",""
"7830060","女妖之王",,,,,"0",,"3",,,,,"1","1",,"1",,"0","510137","1",,"effectpoint_value=1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7910010","火焰之雨1",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","502002","((sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)))*0.5","3","","","","","","","","","","","","","","","","","","","","","",""
"7910011","火焰之雨2",,,,,"7910010","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910012","火焰之雨3",,,,,"7910011","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910013","火焰之雨4","skilllevela>=60",,,,"7910012","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910014","火焰之雨5","skilllevela>=70",,,,"7910013","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910015","火焰之雨6","skilllevela>=90",,,,"7910014","4","2",,,,,"5","1","speed","1","3*skilllevela","0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)*(0.5+0.05*(3-preaimcount))","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910020","沉默诅咒",,,,,"0","","2",,,,,"1","1",,"1",,"0","502002","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000))","3+min(floor(skilllevela/60),1)","","","","","","506301","-1","3+min(floor(skilllevela/60),1)","defend_value=-1*skilllevela;magicdef_value=-0.7*skilllevela","","","","","","","","","","","","","","","","","","","","",""
"7910021","沉默诅咒伤害",,,,,"7910020","3,4","2",,,,,"2","1",,"1",,"0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910030","生命虹吸上毒",,,,,"0","","2",,,,,"1","1",,"1","3*skilllevela","0","509080","1","3","","","","","","510114","1","","curhp_value=-(magicattacka*2.4-magicdefb+2*skilllevela)*0.3","","","","","","","","","","","","","","","","","","","","",""
"7910031","生命虹吸吸血",,,,,"7910030","4","3",,,,,"4","1","hpmin","1",,"0","510116","1","","curhp_value=abs(maindamage*0.5)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910040","恶魔降临",,,,,"0","","2",,,,,"1","1",,"1",,"0","502004","(sealhita>=unsealb)?(0.98-0.38*pow(0.95,(sealhita/10-unsealb/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000)):(0.6*pow(0.9,(unsealb/10-sealhita/10))+(enhanceseala-resistsealb)+(kongzhijiachenga/1000-kongzhimianyib/1000))","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7910041","恶魔降临伤害",,,,,"7910040","3,4","2",,,,,"2","1",,"1",,"0","510114","1","","curhp_value=-(magicattacka*1.4-magicdefb+2*skilllevela)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
