"装备属性编号","属性1ID","属性1名称","属性2ID","属性2名称","属性3ID","属性3名称","属性1波动段1min","属性1波动段1max","属性1波动段2min","属性1波动段2max","属性1波动段3min","属性1波动段3max","属性1波动段4min","属性1波动段4max","属性1波动段5min","属性1波动段5max","属性1波动段1权重","属性1波动段2权重","属性1波动段3权重","属性1波动段4权重","属性1波动段5权重","属性2波动段1min","属性2波动段1max","属性2波动段2min","属性2波动段2max","属性2波动段3min","属性2波动段3max","属性2波动段4min","属性2波动段4max","属性2波动段5min","属性2波动段5max","属性2波动段1权重","属性2波动段2权重","属性2波动段3权重","属性2波动段4权重","属性2波动段5权重","属性3波动段1min","属性3波动段1max","属性3波动段2min","属性3波动段2max","属性3波动段3min","属性3波动段3max","属性3波动段4min","属性3波动段4max","属性3波动段5min","属性3波动段5max","属性3波动段1权重","属性3波动段2权重","属性3波动段3权重","属性3波动段4权重","属性3波动段5权重"
"7130115","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
"7130116","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
"7130117","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
"7130118","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
"7130119","130","phyattack_value","150","magicattack_value","170","medical_value","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","211","211","211","211","211","211","211","211","211","211","4546","2909","1636","727","182","304","304","304","304","304","304","304","304","304","304","4546","2909","1636","727","182"
"7130220","60","maxhp_value","140","defend_value","","","750","750","750","750","750","750","750","750","750","750","4546","2909","1636","727","182","235","235","235","235","235","235","235","235","235","235","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130221","60","maxhp_value","140","defend_value","","","750","750","750","750","750","750","750","750","750","750","4546","2909","1636","727","182","235","235","235","235","235","235","235","235","235","235","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130322","90","maxmp_value","140","defend_value","","","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","141","141","141","141","141","141","141","141","141","141","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130323","90","maxmp_value","140","defend_value","","","938","938","938","938","938","938","938","938","938","938","4546","2909","1636","727","182","141","141","141","141","141","141","141","141","141","141","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130424","150","magicattack_value","160","magicdef_value","","","258","258","258","258","258","258","258","258","258","258","4546","2909","1636","727","182","137","137","137","137","137","137","137","137","137","137","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130525","60","maxhp_value","140","defend_value","","","1126","1126","1126","1126","1126","1126","1126","1126","1126","1126","4546","2909","1636","727","182","94","94","94","94","94","94","94","94","94","94","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7130626","160","magicdef_value","200","speed_value","","","137","137","137","137","137","137","137","137","137","137","4546","2909","1636","727","182","132","132","132","132","132","132","132","132","132","132","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140114","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140115","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140116","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140117","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140118","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140119","130","phyattack_value","150","magicattack_value","170","medical_value","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","227","227","227","227","227","227","227","227","227","227","4546","2909","1636","727","182","328","328","328","328","328","328","328","328","328","328","4546","2909","1636","727","182"
"7140220","60","maxhp_value","140","defend_value","","","808","808","808","808","808","808","808","808","808","808","4546","2909","1636","727","182","253","253","253","253","253","253","253","253","253","253","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140221","60","maxhp_value","140","defend_value","","","808","808","808","808","808","808","808","808","808","808","4546","2909","1636","727","182","253","253","253","253","253","253","253","253","253","253","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140322","90","maxmp_value","140","defend_value","","","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","152","152","152","152","152","152","152","152","152","152","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140323","90","maxmp_value","140","defend_value","","","1010","1010","1010","1010","1010","1010","1010","1010","1010","1010","4546","2909","1636","727","182","152","152","152","152","152","152","152","152","152","152","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140424","150","magicattack_value","160","magicdef_value","","","278","278","278","278","278","278","278","278","278","278","4546","2909","1636","727","182","148","148","148","148","148","148","148","148","148","148","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140525","60","maxhp_value","140","defend_value","","","1212","1212","1212","1212","1212","1212","1212","1212","1212","1212","4546","2909","1636","727","182","101","101","101","101","101","101","101","101","101","101","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7140626","160","magicdef_value","200","speed_value","","","148","148","148","148","148","148","148","148","148","148","4546","2909","1636","727","182","142","142","142","142","142","142","142","142","142","142","4546","2909","1636","727","182","","","","","","","","","","","4546","2909","1636","727","182"
"7150114","130","phyattack_value","150","magicattack_value","170","medical_value","1082","1082","1082","1082","1082","1082","1082","1082","1082","1082","4546","2909","1636","727","182","244","244","244","244","244","244","244","244","244","244","4546","2909","1636","727","182","351","351","351","351","351","351","351","351","351","351","4546","2909","1636","727","182"
